"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6","CDSeq_estimated_cell_type_7","CDSeq_estimated_cell_type_8"
"BIRC5",9.63045998929093e-06,0.000442316981173036,0.000620152267934375,2.6919481383955e-05,3.12492187695308e-06,0.00337045861201213,0.00039632869993561,0.00028562063960294
"ERC2",4.43001159507383e-05,7.86944322332394e-05,8.93591164170569e-06,0.000452736732366516,0.000717690391073556,0.000313364143487288,3.93141069641222e-05,0.000135786861450578
"CLVS1",9.05263238993347e-05,2.71360111149102e-06,0.000284161990206241,7.34167674107864e-06,0.000373948984608718,0.000141133469204199,2.86886726494945e-05,7.02345835089198e-05
"FAM133A",5.58566679378874e-05,2.44224100034191e-05,1.78718232834114e-06,2.44722558035955e-06,0.000413531328383457,0.000480810632373626,3.08137595124201e-05,4.21407501053519e-05
"CCDC85A",7.12654039207529e-05,5.15584211183293e-05,3.39564642384816e-05,3.18139325446741e-05,0.000730190078581369,5.98023174594062e-05,3.29388463753456e-05,8.89638057779651e-05
"MYL9",0.000140604715843648,9.49760389021855e-05,0.00017335668584909,8.56528953125841e-05,2.18744531386715e-05,1.19604634918812e-05,0.000778844335262204,0.000135786861450578
"LAMC1",0.00101119829887555,4.61312188953473e-05,0.000663044643814562,9.54417976340223e-05,3.64574218977859e-05,0.000289443216503526,0.00466775329441591,0.0010535187526338
"ERBB3",5.2004483942171e-05,8.14080333447305e-06,1.96590056117525e-05,0.000134597406919775,0.000117705390698566,0.00207394436949221,4.56893675528987e-05,3.27761389708292e-05
"S100A1",1.73348279807237e-05,1.35680055574551e-05,9.47206634020803e-05,0.000521259048616583,0.000236452422022783,0.000519084115547646,2.44384989236435e-05,4.21407501053519e-05
"CTXN3",1.92609199785819e-06,2.98496122264012e-05,1.78718232834114e-06,7.34167674107864e-06,0.000413531328383457,2.39209269837625e-06,1.06254343146276e-06,4.68230556726132e-06
"CD34",9.63045998929093e-06,8.41216344562215e-05,0.000198377238445866,0.000100336248794741,4.2707265651692e-05,5.02339466659012e-05,0.000585461430735981,6.08699723743971e-05
"NDRG4",0.000163717819817946,7.86944322332394e-05,0.000938270722379097,0.0031153181637977,0.000757272734848295,5.98023174594062e-05,2.44384989236435e-05,0.000154516083719624
"RELN",5.77827599357456e-06,3.52768144493832e-05,3.03820995817993e-05,0.000100336248794741,0.000136454921960284,0.000528652486341151,7.43780402023933e-06,4.68230556726132e-06
"NRGN",5.97088519336038e-05,4.07040166723652e-05,4.11051935518462e-05,0.000868765081027639,0.000144788046965493,1.19604634918812e-05,4.14391938270477e-05,7.95991946434424e-05
"FAM19A1",5.77827599357456e-06,1.89952077804371e-05,6.25513814919398e-05,2.6919481383955e-05,0.000348949609593093,0.000141133469204199,7.43780402023933e-06,7.02345835089198e-05
"ATP2B3",3.27435639635892e-05,2.71360111149102e-06,1.78718232834114e-06,0.000276536490580629,0.000228119297017575,8.37232444431687e-05,1.06254343146276e-06,3.27761389708292e-05
"TES",7.12654039207529e-05,0.000122112050017096,0.000134038674625585,1.71305790625168e-05,4.2707265651692e-05,4.06655758723962e-05,0.00110610771215273,7.02345835089198e-05
"SV2B",8.66741399036184e-05,6.24128255642934e-05,4.46795582085284e-05,0.00064851477879528,0.00101559961000975,3.58813904756437e-05,3.93141069641222e-05,1.4046916701784e-05
"APLP1",0.000167570003813662,6.78400277872754e-05,0.000723808842978161,0.00399142492156642,0.000128121796955076,0.000212896250155486,7.43780402023933e-06,0.000688298918387414
"MFSD4",8.2821955907902e-05,9.49760389021855e-05,4.11051935518462e-05,0.000100336248794741,0.000965600859978501,3.10972050788912e-05,3.50639332382711e-05,0.000173245305988669
"SPINT2",8.2821955907902e-05,0.000181811274469898,3.75308288951639e-05,0.000672987034598875,0.000915602109947251,1.67446488886337e-05,6.90653230450795e-05,7.02345835089198e-05
"SDC4",0.00258674155312354,0.00082764833900476,0.000634449726561104,0.000712142643884628,0.000742689766089181,7.17627809512874e-06,5.3127171573138e-06,0.00144683242028375
"KCNJ10",5.77827599357456e-06,8.41216344562215e-05,0.000777424312828395,0.00133863239245667,0.000176037265735023,0.000543005042531408,2.44384989236435e-05,3.27761389708292e-05
"CD44",0.00970942976120311,0.00798070086889508,0.00365478786145763,1.71305790625168e-05,5.20820312825513e-06,0.00150941049267541,0.00106785614862007,0.00285152409046214
"COL15A1",8.66741399036184e-05,4.61312188953473e-05,3.03820995817993e-05,7.34167674107864e-06,3.43741406464838e-05,3.58813904756437e-05,0.000304949964829812,4.21407501053519e-05
"S100A9",0.000125195979860782,0.00106644523681597,8.93591164170569e-06,5.13917371875505e-05,3.12492187695308e-06,5.50181320626537e-05,9.03161916743347e-05,1.4046916701784e-05
"SLC14A1",6.35610359293201e-05,1.35680055574551e-05,0.000230546520356007,0.000149280760401932,0.000334366640833979,0.000198543693965229,7.96907573597071e-05,4.68230556726132e-06
"COX4I2",6.35610359293201e-05,2.71360111149102e-06,5.1828287521893e-05,5.62861883482696e-05,4.062398440039e-05,2.15288342853862e-05,0.000502583043081886,7.95991946434424e-05
"COL18A1",3.27435639635892e-05,8.41216344562215e-05,4.46795582085284e-05,3.67083837053932e-05,2.18744531386715e-05,0.000112428356823684,0.000708716468785662,0.000126422250316056
"VCAM1",0.000718432315201103,0.000686541081207227,0.000570111162740823,5.62861883482696e-05,1.56246093847654e-05,2.63130196821387e-05,0.000236947185216196,1.4046916701784e-05
"TMEM144",0.000129048163856498,0.00152775742576944,0.000459305858383672,0.00302721804290476,0.00266764164229228,0.00121279099807676,1.38130646090159e-05,4.68230556726132e-06
"ICAM2",1.92609199785819e-06,0.000203520083361826,0.000223397791042642,0.000217803076652,4.68738281542961e-05,7.41548736496637e-05,0.000464331479549227,7.95991946434424e-05
"DOCK3",8.2821955907902e-05,2.71360111149102e-06,3.03820995817993e-05,0.000301008746384224,0.000488529453430331,0.000174622766981466,3.50639332382711e-05,1.4046916701784e-05
"CALN1",7.51175879164692e-05,2.71360111149102e-06,8.39975694320335e-05,0.000330375453348539,0.000423947734639967,5.98023174594062e-05,4.35642806899732e-05,9.83284169124877e-05
"AGT",3.65957479593055e-05,0.00305822845265037,0.0111645280051471,0.00216090018745748,0.000923935234952459,0.000102859986030179,1.38130646090159e-05,0.00293580559067285
"WIPF3",2.50391959721564e-05,0.000143820858909024,0.000723808842978161,0.000682775936920313,0.000269784922043616,4.06655758723962e-05,3.29388463753456e-05,0.000435454417755303
"ADCY2",4.43001159507383e-05,8.14080333447305e-06,0.000155484862565679,0.000839398374063324,0.000432280859645176,0.000150701839997704,2.44384989236435e-05,0.000294985250737463
"NEFH",4.43001159507383e-05,6.24128255642934e-05,1.78718232834114e-06,0.00064851477879528,0.000340616484587885,5.98023174594062e-05,5.41897150046008e-05,8.89638057779651e-05
"RCAN2",8.2821955907902e-05,0.000100403241125168,3.03820995817993e-05,0.00107433202977784,0.000861436797413398,2.39209269837625e-06,0.000158318971287951,0.000435454417755303
"VAT1L",2.50391959721564e-05,4.61312188953473e-05,1.78718232834114e-06,0.000315692099866382,0.000307283984567052,0.000332500885074298,3.71890201011966e-05,0.000257526806199373
"AIFM3",1.34826439850073e-05,1.35680055574551e-05,8.39975694320335e-05,0.000369531062634292,0.000163537578227211,7.17627809512874e-06,2.6563585786569e-05,7.02345835089198e-05
"KIF5A",4.43001159507383e-05,3.52768144493832e-05,3.03820995817993e-05,0.000726825997366785,0.000211453047007158,8.85074298399212e-05,3.93141069641222e-05,0.000182609917123191
"TIAM2",6.74132199250365e-05,5.15584211183293e-05,1.60846409550702e-05,0.000511470146295145,0.000336449922085281,0.000107644171426931,4.78144544158242e-05,5.15053612398745e-05
"PGAM2",0.000402553227552361,1.89952077804371e-05,0.000705937019694749,8.0758444151865e-05,1.97911718873695e-05,0.000203327879361981,3.18763029438828e-06,0.00010769302804701
"ZNF804A",7.89697719121856e-05,1.35680055574551e-05,8.93591164170569e-06,2.44722558035955e-06,0.000278118047048824,0.000686530604433983,2.6563585786569e-05,4.68230556726132e-06
"ATP1A2",5.77827599357456e-06,8.14080333447305e-06,0.0093273045716124,0.00769652445023077,0.00288221961117639,0.0026289098755155,0.001069981235483,4.68230556726132e-06
"DLGAP5",7.12654039207529e-05,7.32672300102574e-05,0.000305608178146335,2.20250302232359e-05,1.04164062565103e-06,0.00123192773966377,0.000449455871508748,0.000229432972795805
"CHODL",1.92609199785819e-06,0.000312064127821467,0.000241269614326054,6.11806395089887e-05,1.97911718873695e-05,2.39209269837625e-06,2.86886726494945e-05,0.000472912862293393
"PSD2",4.81522999464546e-05,2.71360111149102e-06,0.000484326410980448,0.000384214416116449,0.000315617109572261,0.000346853441264556,2.86886726494945e-05,9.83284169124877e-05
"PCDH8",0.000479596907466688,0.000219801690030772,0.000109018122028809,7.34167674107864e-06,0.00051769539094856,2.39209269837625e-06,4.35642806899732e-05,8.89638057779651e-05
"LOC100652804",0.000460335987488106,0.00010583044334815,1.96590056117525e-05,2.44722558035955e-06,8.64561719290351e-05,0.000232032991742496,0.000162569145013802,0.000201339139392237
"OLFML2A",0.000175274371805095,2.71360111149102e-06,4.11051935518462e-05,7.58639929911459e-05,2.60410156412756e-05,5.50181320626537e-05,0.00146312230512422,9.83284169124877e-05
"ANO1",1.34826439850073e-05,2.44224100034191e-05,6.25513814919398e-05,4.64972860268314e-05,3.43741406464838e-05,5.02339466659012e-05,0.000324075746596142,0.000201339139392237
"HPGD",2.88913799678728e-05,2.71360111149102e-06,1.78718232834114e-06,1.22361279017977e-05,7.81230469238269e-05,3.58813904756437e-05,0.000375077831306355,9.83284169124877e-05
"PCDH18",4.81522999464546e-05,0.000295782521152521,0.000166207956535726,2.44722558035955e-06,0.000109372265693358,0.000686530604433983,0.00247891382560262,0.000154516083719624
"FERMT1",3.27435639635892e-05,2.71360111149102e-06,1.78718232834114e-06,4.64972860268314e-05,2.18744531386715e-05,0.00116973332950599,3.08137595124201e-05,0.00010769302804701
"SHOX2",7.89697719121856e-05,0.000208947285584808,0.000341351824713157,7.34167674107864e-06,1.77078906360674e-05,0.000619552008879448,3.50639332382711e-05,0.000210703750526759
"CHGA",9.63045998929093e-06,2.71360111149102e-06,1.78718232834114e-06,0.000389108867277168,0.000153121171970701,0.000131565098410694,1.16879777460904e-05,8.89638057779651e-05
"MAGEE1",4.43001159507383e-05,4.07040166723652e-05,2.68077349251171e-05,0.000942181848438425,0.000553111172220695,0.000136349283807446,4.99395412787498e-05,0.000220068361661282
"SEPT4",6.74132199250365e-05,0.00016010246557797,6.97001108053044e-05,0.00400610827504858,0.000390615234619135,3.58813904756437e-05,0.000479207087589705,1.4046916701784e-05
"FSTL1",0.000564344955372448,0.000670259474538281,0.000709511384351432,0.000134597406919775,8.43728906777331e-05,0.000552573413324913,0.00728586030954015,0.00155920775389802
"TMEM196",1.92609199785819e-06,2.98496122264012e-05,1.60846409550702e-05,1.71305790625168e-05,0.000282284609551428,0.000308579958090536,2.2313412060718e-05,4.68230556726132e-06
"ANO5",9.05263238993347e-05,8.14080333447305e-06,2.32333702684348e-05,2.44722558035955e-06,0.000526028515953768,0.000423400407612596,5.20646281416753e-05,0.000145151472585101
"NUSAP1",7.51175879164692e-05,0.000523725014517766,0.00154948707867177,2.44722558035955e-06,1.56246093847654e-05,0.00358574695486599,0.000383578178758057,0.000379266750948167
"LRFN5",1.92609199785819e-06,4.61312188953473e-05,4.82539228652107e-05,0.000291219844062786,0.000240618984525387,5.02339466659012e-05,3.71890201011966e-05,1.4046916701784e-05
"NPNT",0.000248465867723706,0.000274073712260593,0.00134574829324088,7.34167674107864e-06,6.14567969134105e-05,2.39209269837625e-06,0.000326200833459068,0.000163880694854146
"KIAA1644",6.35610359293201e-05,2.71360111149102e-06,1.96590056117525e-05,0.000575098011384493,0.000107288984442056,3.58813904756437e-05,3.29388463753456e-05,4.21407501053519e-05
"NRG3",1.92609199785819e-06,6.78400277872754e-05,3.03820995817993e-05,0.000222697527812719,0.000328116797080073,8.37232444431687e-05,6.90653230450795e-05,4.68230556726132e-06
"CACNA1E",2.118701197644e-05,8.14080333447305e-06,6.25513814919398e-05,0.000340164355669977,0.000157287734473305,0.000141133469204199,2.2313412060718e-05,3.27761389708292e-05
"OLFML2B",4.04479319550219e-05,7.32672300102574e-05,4.46795582085284e-05,5.62861883482696e-05,1.14580468821613e-05,0.000107644171426931,0.000434580263468269,8.89638057779651e-05
"TSTD1",0.000379440123578063,0.000681113878984245,0.000623726632591057,2.44722558035955e-06,0.000340616484587885,0.000356421812058061,4.56893675528987e-05,0.000941143419019525
"PVALB",1.34826439850073e-05,2.71360111149102e-06,1.78718232834114e-06,0.000301008746384224,0.000219786172012366,7.17627809512874e-06,9.56289088316485e-06,3.27761389708292e-05
"PLCXD3",2.88913799678728e-05,1.89952077804371e-05,8.75719340887157e-05,0.000129702955759056,0.000326033515828771,0.000112428356823684,4.56893675528987e-05,8.89638057779651e-05
"ZFPM2",6.74132199250365e-05,4.07040166723652e-05,1.96590056117525e-05,6.11806395089887e-05,0.000455196953409498,0.00193998717838314,0.000226321750901568,4.68230556726132e-06
"DNAJC6",0.000333213915629466,0.000344627341159359,0.000287736354862923,0.00103517642049209,0.00478425539361516,0.00115538077331573,1.16879777460904e-05,0.000163880694854146
"SAA2",0.000213796211762259,0.00132695094351911,1.60846409550702e-05,2.44722558035955e-06,2.81242968925777e-05,9.32916152366737e-05,8.18158442226326e-05,7.02345835089198e-05
"GRM1",2.118701197644e-05,7.32672300102574e-05,2.68077349251171e-05,9.05473464733032e-05,0.000315617109572261,9.32916152366737e-05,1.59381514719414e-05,7.02345835089198e-05
"ISLR",5.58566679378874e-05,2.44224100034191e-05,1.2510276298388e-05,0.000242275332455595,7.39564844212228e-05,7.89390590464162e-05,0.000545084780340396,0.000135786861450578
"COL8A1",6.35610359293201e-05,0.000279500914483575,5.36154698502341e-06,2.44722558035955e-06,3.22908593951818e-05,2.63130196821387e-05,7.96907573597071e-05,0.00126890480872782
"SPOCK1",0.000776215075136849,0.00108272684348492,0.000941845087035779,0.00202875000611806,0.00173433164170896,0.00233229038091684,6.05649755933774e-05,3.27761389708292e-05
"LRRC3B",9.63045998929093e-06,0.000100403241125168,0.000241269614326054,0.000212908625491281,0.000184370390740231,0.000145917654600951,3.29388463753456e-05,0.00010769302804701
"LOC100506939",5.58566679378874e-05,4.07040166723652e-05,1.78718232834114e-06,2.44722558035955e-06,6.77066406673166e-05,8.37232444431687e-05,0.000366577483854653,1.4046916701784e-05
"TUBA8",1.73348279807237e-05,2.71360111149102e-06,5.89770168352575e-05,0.00016396411388409,0.000246868828279293,5.98023174594062e-05,2.86886726494945e-05,3.27761389708292e-05
"TSPYL5",4.81522999464546e-05,0.00010583044334815,1.96590056117525e-05,0.000252064234777033,0.000730190078581369,0.000145917654600951,0.000294324530515185,7.95991946434424e-05
"PCP4L1",1.73348279807237e-05,1.89952077804371e-05,1.2510276298388e-05,0.000330375453348539,0.000138538203211586,4.54497612691487e-05,1.06254343146276e-06,0.000117057639181533
"TMEM45A",0.00217070568158618,0.000252364903368664,1.78718232834114e-06,3.67083837053932e-05,1.97911718873695e-05,0.000547789227928161,0.0002539478801196,1.4046916701784e-05
"NUDT11",7.51175879164692e-05,2.71360111149102e-06,0.000230546520356007,2.44722558035955e-06,0.000901019141188137,0.000629120379672953,3.71890201011966e-05,0.000173245305988669
"FNDC9",2.118701197644e-05,2.71360111149102e-06,4.46795582085284e-05,0.000305903197544943,0.00012187195320117,5.02339466659012e-05,1.06254343146276e-06,0.000173245305988669
"RGS7BP",6.74132199250365e-05,2.71360111149102e-06,0.000119741215998856,0.000384214416116449,0.00061977617226236,4.54497612691487e-05,8.60660179484836e-05,6.08699723743971e-05
"PLEKHB1",3.27435639635892e-05,0.000219801690030772,0.0011598813310934,0.00484795387469226,0.000351032890844396,0.000576494340308676,1.38130646090159e-05,0.000594652807042188
"HS3ST2",7.12654039207529e-05,6.78400277872754e-05,1.96590056117525e-05,0.000212908625491281,0.00021353632825846,6.45865028561587e-05,3.71890201011966e-05,7.95991946434424e-05
"CLGN",7.89697719121856e-05,1.89952077804371e-05,1.78718232834114e-06,5.13917371875505e-05,0.000194786796996742,0.000806135239352795,1.16879777460904e-05,0.000117057639181533
"FXYD5",1.92609199785819e-06,0.000252364903368664,9.82950280587626e-05,0.000149280760401932,9.37476563085923e-06,3.10972050788912e-05,0.000381453091895131,0.00319801470243948
"EPHA3",0.000136752531847931,2.71360111149102e-06,1.78718232834114e-06,3.18139325446741e-05,0.000101039140688149,5.02339466659012e-05,0.000513208477396514,0.000557194362504097
"ACE",1.92609199785819e-06,3.52768144493832e-05,5.1828287521893e-05,7.58639929911459e-05,2.60410156412756e-05,4.06655758723962e-05,0.000311325225418589,0.000117057639181533
"CDH6",0.0001059350598822,0.00053457941896373,0.00213210851771098,8.0758444151865e-05,0.000209369765755856,2.39209269837625e-06,0.00362858581844533,0.00140937397574566
"NOMO3",8.2821955907902e-05,1.35680055574551e-05,1.96590056117525e-05,0.00016396411388409,7.29148437955718e-06,0.000160270210791209,3.08137595124201e-05,2.34115278363066e-05
"MKI67",5.77827599357456e-06,0.000274073712260593,0.000545090610144047,4.64972860268314e-05,1.04164062565103e-06,0.00072001990221125,0.000290074356789334,0.000117057639181533
"CDS1",5.97088519336038e-05,8.41216344562215e-05,7.68488401186689e-05,0.000124808504598337,0.000784355391115222,2.15288342853862e-05,7.96907573597071e-05,3.27761389708292e-05
